ON O/S WALL FACING MAIN PITCH AT ST TERNAN FOOTBALL CLUB,TILLYBRAKE ROAD,Banchory,Kincardineshire,AB31 5UN,57.056875,-2.4859469
CIVIC CENTRE- ON WALL BESIDE DISABLED PARKING OPP ENTRANC,38 EAST CLYDE STREET,HELENSBURGH,Dunbartonshire,G84 7PG,56.002058,-4.728708
St Andrews Heart Start,Balmullo,Balmullo by St Andrews,Fife,KY16 0DZ,56.375719,-2.9330408
TO LHS OF MAIN DOOR ATCRAIGHELEN TENNIS & SQUASH CLUB 215,EAST CLYDE STREET,HELENSBURGH,Dunbartonshire,G84 7AP,56.000192,-4.7191928
St Andrews Heart Start,Leuchars,Leuchars by St Andrews,Fife,KY16 0HB,56.381177,-2.883394
HOUSING ASSOCIATION LTD LAMONT HOUSE 9-1 ***SEE LOC BELOW,STUCKLECKIE ROAD,CAMIS ESKAN HELENSBURGH,Dunbartonshire,G84 7NL,56.004373,-4.7117865
St Andrews Heart Start,Denhead,Denhead by St Andrews,Fife,KY16 8PA,56.309751,-2.8653382
St Andrews Heart Start Guardbridge,Guardbridge,Guardbridge St Andrews,Fife,KY16 0UG,56.360507,-2.890361
NORTH WALL OF WELFARE OFFICE***,CHURCHILL SQUARE,HELENSBURGH,Dunbartonshire,G84 9HL,56.007913,-4.7094356
St Andrews Heart Start,Cairnsmill Caravan Park St Andrews,ST ANDREWS,Fife,KY16 8NN,56.317743,-2.8060406
TO RHS OF MAIN DOOR OF BOWLING CLUB,112 SINCLAIR STREET,HELENSBURGH,Dunbartonshire,G84 9QE,56.010209,-4.7287856
St Andrews Heart Start,Cameron,Cameron by St Andrews,Fife,KY16 8PD,56.292025,-2.8312035
TO RHS OF MAIN DOOR TOP OF STEPS OF MEDICAL CENTRE,12 EAST KING STREET,HELENSBURGH,Dunbartonshire,G84 7QL,56.004325,-4.7302475
NORTH SIDE WALL OF THE SUGAR BOAT,30 COLQUHOUN SQUARE,HELENSBURGH,Dunbartonshire,G84 8AQ,56.004519,-4.7344642
NORTH WALL OF RHU MARINA RNLI STATION,PIER ROAD,RHU HELENSBURGH,Dunbartonshire,G84 8LH,56.014636,-4.773691
St Andrews Heart Start,Peat Inn,ST ANDREWS,Fife,KY15 5LH,56.277439,-2.8848441
STRATHMORE GOLF CLUB- INSIDE MAIN ENT ON WALL TO LHS,GENERAL AREA OF,ALYTH BLAIRGOWRIE,Perthshire,PH11 8NZ,56.596991,-3.210913
St Andrews Heart Start,St Leonards School St Andrews,ST ANDREWS,Fife,KY16 9QJ,56.339031,-2.7901195
AT RECEPTION OF ROSSLEA HALL HOTEL,UNNAMED ROAD,RHU HELENSBURGH,Dunbartonshire,G84 8NF,56.017193,-4.78384
BLAIRGOWRIE GOLF CLUB- MAIN ENTRANCE FRONT DOOR,GOLF COURSE ROAD,BLAIRGOWRIE,Perthshire,PH10 6LG,56.57372,-3.336413
St Andrews Heart Start,Kinburn Park St Andrews,ST ANDREWS,Fife,KY16 9DR,56.339103,-2.8041132
LOCATED AT 11TH TEE OF ABERDOUR GOLF CLUB,SEASIDE PLACE,ABERDOUR BURNTISLAND,Fife,KY3 0TX,56.051048,-3.299092
ON LHS WALL OF TOILET AT BRUCE EMBANKMENT CAR PARK,BRUCE EMBANKMENT,ST ANDREWS,Fife,KY16 9AB,56.343952,-2.8031313
Caledonian MacBrayne,Calmac Office,CRAIGNURE ISLE OF MULL,,PA65 6AY,56.464354,-5.6967877
St Andrews Heart Start,Buchanan Building St Andrews,ST ANDREWS,Fife,KY16 9PH,56.34064,-2.7941969
THE DUKES LINKS HOUSE,13 THE LINKS,ST ANDREWS,Fife,KY16 9JB,56.342681,-2.803784
St Andrews Heart Start,University Sports Pavilion St Andrews,ST ANDREWS,Fife,KY16 9AJ,56.341214,-2.7930117
St Andrews Heart Start,New Golf Club St Andrews,ST ANDREWS,Fife,KY16 9JE,56.342705,-2.8056773
Dervaig Post Office and Stores,Dervaig Post Office and Stores,ISLE OF MULL,,PA75 6QJ,56.590016,-6.1879692
FORRESTER PARK- IN MAIN BAR,PITDINNIE ROAD,CAIRNEYHILL DUNFERMLINE,Fife,KY12 8RF,56.064581,-3.5316924
St Andrews Heart Start,Kemback,Dura Den by St Andrews,Fife,KY15 5TL,56.322762,-2.9463008
Iona Hostel,Iona Hostel,ISLE OF IONA,,PA76 6SW,56.339853,-6.39241
St Andrews Heart Start,Harbour Cafe St Andrews,ST ANDREWS,Fife,KY16 9RG,56.339418,-2.7843365
GRANGEMOUTH GOLF CLUB- IN FOYER AT ENTRANCE,UNNAMED ROAD,POLMONT FALKIRK,Stirlingshire,FK2 0YE,55.999637,-3.6788947
TULLIALLAN GOLF CLUB- IN CLUBHOUSE BESIDE FRUIT MACHINE,GENERAL AREA OF,KINCARDINE ALLOA,Clackmannanshire,FK10 4BB,56.07726,-3.7198851
KIRRIEMUIR  GOLF CLUB- INSIDE MAIN ENTRANCE OF CLUBHOUSE,GENERAL AREA OF,NORTHMUIR KIRRIEMUIR,Angus,DD8 4LN,56.686843,-2.9996404
MONIFIETH GOLF CLUB- INSIDE OUTER DOOR OF GENTS LOCKERS,8 PRINCES STREET,MONIFIETH DUNDEE,Angus,DD5 4AW,56.482236,-2.8120907
Tobemory Harbour Association,Taigh Solas,ISLE OF MULL,,PA75 6NR,56.620734,-6.0698
The Iona Community Welcome Shop,The Iona Community Welcome Shop,ISLE OF IONA,,PA76 6SJ,56.331086,-6.392842
Lochbuie Estate,Moy Castle,ISLE OF MULL,,PA62 6AA,56.359257,-5.8515194
ON THE OUTSIDE OF FERRY SHOP,GENERAL AREA OF,FIONNPHORT ISLE OF MULL,,PA66 6BL,56.324687,-6.3635023
Pennyghael Community Hall,Pennyghael Community Hall,ISLE OF MULL,,PA70 6HB,56.374078,-6.0072713
ARBROATH ARTISAN GOLF CLUB,GENERAL AREA OF,ELLIOT ARBROATH,Angus,DD11 2PE,56.545089,-2.6205177
AT FRONT DOOR INSIDE BRANCH OF RBS,ALMONDVALE SOUTH,LIVINGSTON,West Lothian,EH54 6NB,55.884191,-3.5126037
OUTSIDE KILCREGGAN CAFE OPPOSITE PIER,UNNAMED ROAD,KILCREGGAN HELENSBURGH,Dunbartonshire,G84 0LE,55.988676,-4.8121929
AT FRONT DOOR INSIDE BRANCH OF RBS,6 THE SQUARE,KELSO,Roxburghshire,TD5 7HG,55.598126,-2.4334408
Garelochhead & Rosneath Peninsula Community First Responders,ROSNEATH CASTLE CARAVAN PARK,HELENSBURGH,Dunbartonshire,G84 0QS,55.999815,-4.775628
St Andrews Heart Start,Church Square St Andrews,ST ANDREWS,Fife,KY16 9UH,56.339708,-2.7967495
AT FRONT DOOR INSIDE BRANCH OF RBS,3 FALKLAND GATE,KINGDOM CTR GLENROTHES,Fife,KY7 5NS,56.196466,-3.172427
St Andrews Heart Start,Fire Station St Andrews,ST ANDREWS,Fife,KY16 8NH,56.332218,-2.8044859
AT FRONT DOOR INSIDE BRANCH OF RBS,GENERAL AREA OF,DUNDEE,Angus,DD1 9LY,56.461653,-2.9913622
OUTSIDE EUREKA SHOP,MAIN STREET,GARELOCHHEAD HELENSBURGH,Dunbartonshire,G84 0FL,56.079181,-4.8283829
St Andrews Heart Start,Old Burgh School St Andrews,St Andrews,Fife,KY16 9LB,56.336979,-2.7878287
LHS OF MAIN ENTRANCE DOOR AT CUNNINGHAM HOUSE,SALTCOATS DRIVE,GRANGEMOUTH,Stirlingshire,FK3 9JP,56.012116,-3.7137159
ON A SHED FROM NORTHERN GATE ENT KNOCKDERRY HOUSE HOTEL,SHORE ROAD,COVE HELENSBURGH,Dunbartonshire,G84 0NX,56.013543,-4.8650606
Garelochhead & Rosneath Peninsula Community First RespondersH HALL,Cove Burgh Hall,HELENSBURGH,Dunbartonshire,G84 0LY,55.988388,-4.8489585
St Andrews Heart Start,Blebo Craigs,By Cupar,Fife,KY15 5UG,56.325621,-2.929344
St Andrews Heart Start,Kinnessburn Bowling Club St Andrews,ST ANDREWS,Fife,KY16 8JN,56.334315,-2.798481
ON LHS OF WALL  AT ENTRANCE,3 VILLAGES COMMUNITY HALL,Arrochar,Dunbartonshire,G83 7AB,56.196257,-4.7451167
St Andrews Heart Start,Victoria Memorial Hall St Andrews,ST ANDREWS,Fife,KY16 9UY,56.340066,-2.7996364
St Andrews Heart Start,Wormit,Wormit by Newport on Tay,Fife,DD6 8LJ,56.429483,-2.9681324
St Andrews Heart Start,Drumoig,Leuchars by St Andrews,Fife,KY16 0DS,56.414338,-2.9095767
St Andrews Heart Start,Tayport Harbour Cafe,TAYPORT,Fife,DD6 9AJ,56.450218,-2.881443
AT RECEPTION DESK OF GAYFIELD SQUARE POLICE STATION,GAYFIELD SQUARE,BROUGHTON EDINBURGH,,EH1 3NW,55.958829,-3.1858941
BEHIND RECEPTION ON WALL,11 LOCHEND ROAD,RATHO STATION NEWBRIDGE,Midlothian,EH28 8SZ,55.940023,-3.4007201
ON FENCE OUTSIDE GREENHEUGH COVE,THE SQUARE,COVE COCKBURNSPATH,Berwickshire,TD13 5XD,55.938455,-2.3545854
ON RHS OF MAIN GATE OF TMS UK LTD BURNBRAE FARM,EAST AVENUE,BLANTYRE GLASGOW,,G72 0JB,55.780897,-4.0842423
AT MAIN RECEPTION OF ST LEONARDS POLICE STATION,ST LEONARDS STREET,EDINBURGH,,EH8 9QW,55.943675,-3.1798429
Semi-Chem,WEST STEWART STREET,GREENOCK,Renfrewshire,PA15 1SN,55.949441,-4.7624888
INSIDE BOWLING CLUB CHANGING ROOM,UNNAMED ROAD,COCKBURNSPATH,Berwickshire,TD13 5YE,55.931597,-2.3618692
Semi-Chem,31 CASTLEMILK ARCADE,CASTLEMILK GLASGOW,,G45 9AA,55.806682,-4.2350996
Semi-Chem,SHORE STREET,OBAN,Argyll,PA34 4NT,56.411653,-5.4744393
IN OUTSIDE CUPBOARD OF COCKBURNS CHURCH,THE SQUARE,COCKBURNSPATH,Berwickshire,TD13 5XX,55.932365,-2.3634129
SCOTMID Coop,57 AFTON BRIDGEND,NEW CUMNOCK CUMNOCK,Ayrshire,KA18 4BA,55.393703,-4.1799576
SCOTMID Coop,25-27 MAIN STREET,TORRANCE GLASGOW,,G64 4EX,55.93905,-4.2115914
SCOTMID Coop,OLD EDINBURGH ROAD,UDDINGSTON,,G71 6BP,55.830882,-4.0753074
SCOTMID Coop,129 KING STREET,Castle Douglas,Kirkcudbrightshire,DG7 1LZ,54.940482,-3.9296621
AT RHS WALL OF MAIN DOOR TO WAVERLEY CARE MILESTONE,113 OXGANGS ROAD NORTH,EDINBURGH,Midlothian,EH14 1EB,55.915391,-3.2337029
CALGARY FARMHOUSE,Calgary Farmhouse and Cafe,ISLE OF MULL,,PA75 6QQ,56.58307,-6.2706888
O/S CHANGING ROOMS AT POLYSPORT/FOOTBAL PITCH,SOUTH HERMITAGE STREET,NEWCASTLETON,Roxburghshire,TD9 0QE,55.178143,-2.8145617
OUTSIDE WALL OF SPAR STORES,THE SQUARE,MEIGLE BLAIRGOWRIE,Perthshire,PH12 8RN,56.588287,-3.1626812
O/S FIRE STATION OPPOSITE VILLAGE HALL,LANGHOLM STREET,NEWCASTLETON,Roxburghshire,TD9 0QX,55.179819,-2.8153653
OUTSIDE SPAR SHOP,3 NORTH HERMITAGE STREET,NEWCASTLETON,Roxburghshire,TD9 0RB,55.180742,-2.8116311
LHS OF WALL OF MAIN ENT OF CARRONSHORE PRIMARY SCHOOL,KINCARDINE ROAD,CARRONSHORE FALKIRK,Stirlingshire,FK2 8AE,56.030787,-3.7816924
OUTSIDE ENTRANCE TO VILLAGE HALL,HALL ROAD,LOCHGOILHEAD CAIRNDOW,Argyll,PA24 8AA,56.172191,-4.9029928
AT 3RD FLOOR ATRIUM AT SOUTH LANARKSHIRE COLLEGE,COLLEGE WAY,EAST KILBRIDE GLASGOW,,G75 0NE,55.75349,-4.1584129
ADJACENT TO MAIN DOOR OF ABERFELDY COMMUNITY FIRE STATION,Crieff Road,ABERFELDY,Perthshire,PH15 2BJ,56.618038,-3.8682655
WINCANTON LTD- IN 1ST AID ROOM,1 BRITTAIN WAY,HOLYTOWN MOTHERWELL,Lanarkshire,ML1 4XJ,55.827732,-3.9796618
ON EXTERNAL WALL NEXT TO DOOR OF KILBARCHAN SCOUT HALL,BARN GREEN,KILBARCHAN JOHNSTONE,Renfrewshire,PA10 2HG,55.835807,-4.5515746
ON WALL MAIN H/WAY BETWEEN DOORS ON RIGHT HAND SIDE,6 LANGLANDS SQUARE,EAST KILBRIDE GLASGOW,,G75 0YY,55.737325,-4.1704552
ON CHURCH PORCH OPPOSITE PRIMARY SCHOOL,WOODEND ROAD,SELKIRK,Selkirkshire,TD7 5HW,55.496996,-2.9930687
ON LHS ON WALL AT FRONT DOORS OF INCHINNAN PARISH CHURCH,OLD GREENOCK ROAD,INCHINNAN RENFREW,Renfrewshire,PA4 9ND,55.895663,-4.4663261
CO-OP Promenade,THE PROMENADE,LARGS,Ayrshire,KA30 8BG,55.795316,-4.8701312
OUTSIDE ON MAIN STREET AT THE GEORGE BAR,32 MAIN STREET,LARGS,Ayrshire,KA30 8AD,55.794068,-4.8696724
OUTSIDE WALL OF BROWN BUILDING AT CLIFTON HALL SCHOOL,GENERAL AREA OF,NEWBRIDGE,Midlothian,EH28 8LQ,55.920805,-3.4255188
Royal Burgh of Wigtown & District Community Council,c/o Galloway Hills Medical Centre,WIGTOWN,Wigtownshire,DG8 9JQ,54.86823,-4.4444576
ON O/S WALL ADJ TO MAIN ENT DOOR***ABERFELDY BOWLING CLUB,TAYBRIDGE TERRACE,ABERFELDY,Perthshire,PH15 2BS,56.621179,-3.8691053
ON WALL IN 1ST AID ROOM IN JOHN HEANEY (ELECTRICAL) LTD,4 COCHRANE SQUARE,BRUCEFIELD INDUSTRIAL ESTATE L,West Lothian,EH54 9DR,55.866083,-3.5250195
RNLI Lifeboat Station - Largs,GREENOCK ROAD,LARGS,Ayrshire,KA30 8PQ,55.801914,-4.8720533
Semi-Chem,SPRINGBURN WAY,SPRINGBURN GLASGOW,,G21 1TS,55.883374,-4.2280423
LHS OF MAIN DOOR OF EASTER CARMUIRS PRIMARY SCHOOL,CARMUIRS DRIVE,CAMELON FALKIRK,Stirlingshire,FK1 4JG,56.005282,-3.8297244
IN UNLOCKED CABINET RHS OF MAIN ENT TO ST MARKS CHURCH,GLASGOW ROAD,RALSTON PAISLEY,Renfrewshire,PA1 3BH,55.846084,-4.3783391
ON RHS OF MAIN ENTRANCE TO MADDISTON PRIMARY SCHOOL,GLENDEVON DRIVE,MADDISTON FALKIRK,Stirlingshire,FK2 0GT,55.97469,-3.701259
ON RHS OF WALL AT  ENTRANCE TO CARRON PRIMARY SCHOOL,ALLOA ROAD,CARRON FALKIRK,Stirlingshire,FK2 8EJ,56.026578,-3.7931167
NEXT TO FRONT DOOR OF STAR VILLAGE HALL,1 BRAEVIEW CRESCENT,STAR GLENROTHES,Fife,KY7 6LZ,56.216105,-3.1084147
IN CUPBOARD TO RHS OF STAIRCASE INSIDE HOME ARMS HOTEL,41 HIGH STREET,Eyemouth,Berwickshire,TD14 5EY,55.872777,-2.0913221
St Andrews Heart Start,Tayport Gregory Hall,TAYPORT,Fife,DD6 9NR,56.445663,-2.8802669
Dunblane Centre,STIRLING ROAD,DUNBLANE,Perthshire,FK15 9EY,56.182595,-3.9651725
Riverside Restaurant,7C STIRLING ROAD,DUNBLANE,Perthshire,FK15 9EP,56.186026,-3.9647034
IN BT PHONEBOX O/S PLAY PARK,CRAIGRIGG TERRACE,WESTFIELD BATHGATE,West Lothian,EH48 3DJ,55.92017,-3.7051906
TOP RIGHT HAND DRAWER OF BOOTH IN TESCO METRO,SPRINGFIELD TERRACE,DUNBLANE,Perthshire,FK15 9AE,56.186373,-3.9666387
ON RHS OF WALL AS YOU ENTER FROM DOUNE RD WESTLANDS HOTEL,DOUNE ROAD,DUNBLANE,Perthshire,FK15 9HT,56.191998,-3.9790949
ON LHS WALL AT ENT TO ACCESS OFFICE UNDER POLICE STATION,15 REFORM STREET,KIRRIEMUIR,Angus,DD8 4BS,56.673925,-3.0039166
MOUNTED TO LEFT OF GARAGE DOORS NORTHEND GARAGE,RAMOYLE,DUNBLANE,Perthshire,FK15 0BB,56.192484,-3.9615361
DUNBLANE CHRISTIAN FELLOWSHIP- TO RHS OF MAIN ENTRANCE,STIRLING ROAD,DUNBLANE,Perthshire,FK15 9EX,56.185495,-3.9647568
NEXT TO STAIRS AT MARKET ST ENTRNACE WAVERLEY STATION,MARKET STREET,WAVERLEY EDINBURGH,,EH1 1DF,55.95126,-3.1899866
NEXT TO TICKET GATES @ PLATFORM 14 WAVERLEY TRAIN STATION,WAVERLEY BRIDGE,EDINBURGH,,EH1 1BQ,55.952631,-3.1912939
ADJACENT TO PLATFORM 2 WAVERLEY TRAIN STATION ***,WAVERLEY BRIDGE,EDINBURGH,,EH1 1BQ,55.952631,-3.1912939
THE TRAVEL CENTRE WAVERLEY TRAIN STATION AT RECEPTION,WAVERLEY BRIDGE,EDINBURGH,,EH1 1BQ,55.952631,-3.1912939
AT RECEPTION OF LYON & TUNBULL,BROUGHTON PLACE,EDINBURGH,,EH1 3RR,55.958907,-3.1871939
Peebles Rugby Football Club,Gytes Leisure Centre,PEEBLES,Peeblesshire,EH45 8GL,55.650264,-3.1837473
AT RECEPTION OF THE ROYAL SCOTS CLUB,29-31 ABERCROMBY PLACE,EDINBURGH,,EH3 6QE,55.956562,-3.1973569
Peebles RFC,The Pavillion,PEEBLES,Peeblesshire,EH45 8NN,55.653578,-3.2042219
ON FRONT WALL OF EAST NEUK CENTRE,LADYWALK,ANSTRUTHER,Fife,KY10 3EX,56.224092,-2.6974386
ON WEST FACING WALL OF LIFEBOAT STATION,EAST SHORE,ANSTRUTHER,Fife,KY10 3AB,56.221887,-2.6963987
ON REAR WALL OF COMPLEX IN HARBOURLEA SHELTERED HOUSING,EAST GREEN,ANSTRUTHER,Fife,KY10 3AA,56.222249,-2.6960183
ON WALL TO LHS OF RECEPTION WINDOWLEWIS PLACE DAY CENTRE,LEWIS PLACE,PERTH,Perthshire,PH1 3BD,56.412597,-3.448139
St Andrews Heart Start,Eden Court St Andrews,ST ANDREWS,Fife,KY16 9AT,56.342873,-2.8005687
CARPET SUN CARPET SHOP- SEE LOCATION BELOW***,2 RODGER STREET,ANSTRUTHER,Fife,KY10 3DU,56.22305,-2.7021449
LHS OF MAIN ENTRANCE TO GIBSON CRAIG HALL 156 158,LANARK ROAD WEST,Currie,Midlothian,EH14 5NY,55.897136,-3.3056331
NEXT TO DOOR ENTRANCE OF ANSTRUTHER GOLF CLUB HOUSE,SHORE ROAD,ANSTRUTHER,Fife,KY10 3DZ,56.22047,-2.7055002
NEXT TO TELEPHONE BOX TELEPHONE EXCHANGE,MAIN ROAD,ARNCROACH ANSTRUTHER,Fife,KY10 2RQ,56.237026,-2.7877756
ON NOTICE BOARD AT ENTRANCE TO CHURCH,KIRK STILE,CARNBEE ANSTRUTHER,Fife,KY10 2RU,56.249545,-2.7555628
Semi-Chem,21-23 ST DAVID STREET,BRECHIN,Angus,DD9 6EG,56.731988,-2.6613332
BY MAIN ENTRANCE TO SKEITH HEALTH CENTRE,CRAIL ROAD,CELLARDYKE ANSTRUTHER,Fife,KY10 3FF,56.227573,-2.6919213
AT EAST FOURTH STREET ENT DOOR CELLARDYKE TOWN HALL,TOLL ROAD,CELLARDYKE ANSTRUTHER,Fife,KY10 3BQ,56.223701,-2.6901743
Semi-Chem,HIGH STREET,LOCHEE DUNDEE,Angus,DD2 3BZ,56.473032,-3.0108141
BETWEEN BUS STOP AND POST BOX AT BRIDGEND STEADING,BRIDGEND,CERES CUPAR,Fife,KY15 5LS,56.296487,-2.9790987
Semi-Chem,50 HIGH STREET,LEVEN,Fife,KY8 4NA,56.194993,-2.9973165
ON WALL FACING CAR PARK CHARLETON GOLF COURSE,UNNAMED ROAD,COLINSBURGH LEVEN,Fife,KY9 1HG,56.221837,-2.8677097
ON FRONT WALL OF STORMONFIELD COMMUNITY HALL,UNNAMED ROAD,STORMONTFIELD PERTH,Perthshire,PH2 6BH,56.447854,-3.4505508
SCOTMID Coop,207 LEITH WALK,EDINBURGH,,EH6 8NX,55.966928,-3.1743184
Semi-Chem Warehouse,LETHAM ROAD,HOUSTOUN INDUSTRIAL ESTATE LIV,West Lothian,EH54 5BY,55.909072,-3.50095
Scottish Midlands Cooperative Society,2 HARVEST DRIVE,NEWBRIDGE,Midlothian,EH28 8QJ,55.935804,-3.3963896
SCOTMID Coop,WEST MAIN STREET,ARMADALE BATHGATE,West Lothian,EH48 3QA,55.898684,-3.7019765
SCOTMID Coop,69-75 HIGH STREET,FERRYDEN MONTROSE,Angus,DD10 8QZ,56.711862,-2.4675049
SCOTMID Coop,204 CLEPINGTON ROAD,DUNDEE,Angus,DD3 8BG,56.477512,-2.9787551
OUTSIDE THE LIBRARY,50 MAIN STREET,COLINSBURGH LEVEN,Fife,KY9 1LS,56.220395,-2.8476647
TO LHS OF MAIN ENTRANCE DOOR TO VILLAGE HALL,CUPAR ROAD,CRAIGROTHIE CUPAR,Fife,KY15 5QD,56.284609,-3.0048664
ON WALL OF ST MONANS LIBRARY,HOPE PLACE,ST MONANS ANSTRUTHER,Fife,KY10 2DJ,56.206235,-2.7635605
SCOTMID Coop,36-38 RAEBURN PLACE,EDINBURGH,,EH4 1HN,55.9591,-3.2107301
ON NORTH WALL OF TOWN HALL,MARKETGATE SOUTH,CRAIL ANSTRUTHER,Fife,KY10 3TL,56.261333,-2.6250693
ON THE WALL OF THE SIMPSON INSITUTE,LEVEN ROAD,LUNDIN LINKS LEVEN,Fife,KY8 6AQ,56.213775,-2.9523684
ON RONT OF BALCOMIE LINKS HOTEL,BALCOMIE ROAD,CRAIL ANSTRUTHER,Fife,KY10 3TN,56.264217,-2.6215969
SCOTMID Coop,HIGH STREET,PRESTONPANS,East Lothian,EH32 9AZ,55.958563,-2.9879112
AT ENTRANCE TO BOWLING CLUB,KIRKMAY ROAD,CRAIL ANSTRUTHER,Fife,KY10 3RY,56.258903,-2.6311797
SCOTMID Coop,236 GORGIE ROAD,EDINBURGH,,EH11 2PL,55.937393,-3.2349466
AT FRONT OF GOLF CLUB HOUSE,BALCOMIE,CRAIL ANSTRUTHER,Fife,KY10 3XN,56.279395,-2.5952272
ON EXTERNAL WALL OF PUBLIC TOILETS,WESTGATE SOUTH,CRAIL ANSTRUTHER,Fife,KY10 3RF,56.258114,-2.6290845
AT FRONT OF ENTRANCE TO EARLSFERRY CARE HOME,WILLIAMSBURGH,ELIE LEVEN,Fife,KY9 1BA,56.189585,-2.8319516
ON THE BUS SHELTER,HIGH STREET,ELIE LEVEN,Fife,KY9 1BZ,56.190724,-2.8187793
ON PATH TO BEACH AT END OF CHAPEL GREEN @ELIE GOLF COURSE,GENERAL AREA OF,EARLSFERRY LEVEN,Fife,KY9 1AD,56.185912,-2.838349
AT MAIN ENTRANCE TO BUS STATION,SHOREHEAD,LEVEN,Fife,KY8 4NR,56.19363,-2.9980708
SCOTMID Coop,6 MAYFIELD PLACE,MAYFIELD DALKEITH,Midlothian,EH22 5JG,55.872807,-3.0414132
AT RECEPTION OF SHELL BAY CARAVAN PARK,GENERAL AREA OF,ELIE LEVEN,Fife,KY9 1HB,56.194123,-2.8620559
SCOTMID Coop,6 BATH STREET,PORTOBELLO EDINBURGH,,EH15 1EY,55.953347,-3.1137855
ON THE WALL OF THE HARBOUR MASTERS OFFICE,TOFT,ELIE LEVEN,Fife,KY9 1DT,56.188666,-2.816238
OUTSIDE THE MEMORIAL HALL,MAIN STREET,KINGSBARNS ST ANDREWS,Fife,KY16 8SZ,56.298217,-2.6592649
SCOTMID Coop,STATION ROAD,KIRKLISTON,West Lothian,EH29 9BE,55.955262,-3.4015268
SCOTMID Coop,CREWE ROAD NORTH,GRANTON EDINBURGH,,EH5 1LW,55.975689,-3.2385865
NEXT TO PHONE BOX & POST BOX IN CENTRE OF VILLAGE,MAIN STREET,KILCONQUHAR LEVEN,Fife,KY9 1LQ,56.208459,-2.8284752
ON END WALL OF RECEPTION BLOCK KILCONQUHAR CASTLE ESTATE,CASTLE DRIVEWAY,KILCONQUHAR LEVEN,Fife,KY9 1EZ,56.216116,-2.8254317
SCOTMID Coop,112 EASTER ROAD,EDINBURGH,,EH7 5RH,55.959165,-3.1714563
IN TICKET OFFICE AT KELVINHALL SUBWAY STATION,Kelvinhall Subway Station,GLASGOW,,G11 5RA,55.870784,-4.2997321
IN TICKET OFFICE AT PARTICK SUBWAY STATION 15,MERKLAND STREET,GLASGOW,,G11 6BU,55.8705,-4.3086988
THE BIRKS CINEMA- ON O/S WALL AT CHAPEL ST SIDE,DUNKELD STREET,KELTNEYBURN ABERFELDY,Perthshire,PH15 2WH,56.5587,-4.1832
Monquhitter Amenities,Community Hall,CUMINESTOWN TURRIFF,Aberdeenshire,AB53 5YJ,57.542659,-2.3354038
SALEN SPAR AND POST OFFICE,Salen Post Office and Spar,ISLE OF MULL,,PA72 6JB,56.517292,-5.9430483
1/2 WAY ALONG WALL IN WORK AREA AT HEIL EUROPE LTD,TAXI WAY,HILLEND DUNFERMLINE,Fife,KY11 9ES,56.04295,-3.3453249
ON WALL OUTSIDE OFFICE OF HEIL EUROPE LTD,TAXI WAY,HILLEND DUNFERMLINE,Fife,KY11 9ES,56.04295,-3.3453249
TO RHS OF CASH MACHINES AT WM MORRISON SUPERMARKETS PLC,HUME STREET,ARBROATH,Angus,DD11 1UH,56.561923,-2.5876663
ON FACING WALL FROM MAIN RD AT ARBROATH LIFEBOAT STATION,SHORE,ARBROATH,Angus,DD11 1PD,56.555333,-2.5848311
TO RHS OF CASH MACHINES AT TESCO STORES,STOBCROSS,ARBROATH,Angus,DD11 3BQ,56.562209,-2.5919011
ON FRONT WALL OF DAVIDSONS CHEMIST,7 GARDYNE STREET,FRIOCKHEIM ARBROATH,Angus,DD11 4SN,56.637127,-2.6664215
BESIDE FRONT DOOR OF POLICE STATION,GRAVESEND,ARBROATH,Angus,DD11 1HT,56.559093,-2.5839292
AT SIDE OF BUILDING IN KIRK SQTHORNTON PROPERTY SERVICES,165 HIGH STREET,ARBROATH,Angus,DD11 1DR,56.55942,-2.581266
ON WALL BESIDE DOOR OF UNIT 1 ROWAN COURT,CAVALRY PARK,PEEBLES,Peeblesshire,EH45 9BU,55.645926,-3.1714131
AT FRONT DOOR INSIDE OF RBS,142-144 PRINCES STREET,EDINBURGH,,EH2 4EQ,55.950489,-3.2073225
AT FRONT DOOR INSIDE OF RBS,ST ANDREW SQUARE,NEW TOWN EDINBURGH,,EH2 2AD,55.954247,-3.1914236
ON WALL NEXT TO FIRE ESCAPE AT CHURCH HALL,MAIN STREET,KILRENNY ANSTRUTHER,Fife,KY10 3JL,56.234121,-2.6874419
ON FRONT OF VILLAGE HALL ON MAIN RD THROUGH VILLAGE,UNNAMED ROAD,NEW GILSTON LEVEN,Fife,KY8 5TF,56.262565,-2.9188225
ON WALL UNDERNEATH CANOPY ON RHS AT HAWS PAVILION,CORNTON ROAD,BRIDGE OF ALLAN STIRLING,Stirlingshire,FK9 4DA,56.150594,-3.9487588
ON O/S WALL OF COMMUNITY CENTRE,MILL STREET,DRUMMORE STRANRAER,Wigtownshire,DG9 9PS,54.689933,-4.8944951
@ COTTAGES NXT 2 EXHIB CENTRE MULL OF GALLOWAY LIGHTHOUSE,UNNAMED ROAD,DRUMMORE STRANRAER,Wigtownshire,DG9 9HN,54.651601,-4.901877
ON OUTSIDE WALL OF VILLAGE HALL IN CABINET,B7009,ETTRICKBRIDGE SELKIRK,Selkirkshire,TD7 5JJ,55.509397,-2.9682837
